Gene.symbol,ID,adj.P.Val,P.Value,t,B,logFC,Gene.title
PRRT1,A_32_P192474,9.35E-01,9.10E-01,-0.113582,-6.366145,-0.0316355,proline rich transmembrane protein 1
ANKRD18DP,A_24_P211894,9.35E-01,9.10E-01,0.113278,-6.366179,0.052554,"ankyrin repeat domain 18D, pseudogene"
APCS,A_23_P96827,9.35E-01,9.10E-01,0.11324,-6.366183,0.0482998,"amyloid P component, serum"
IGLON5,A_24_P271149,9.35E-01,9.10E-01,0.113183,-6.366189,0.0400347,IgLON family member 5
,A_32_P195225,9.35E-01,9.10E-01,0.113146,-6.366193,0.0589726,
,A_24_P691826,9.35E-01,9.10E-01,0.113124,-6.366196,0.0936999,
,A_24_P910381,9.35E-01,9.10E-01,-0.112972,-6.366213,-0.0693664,
,A_24_P935437,9.35E-01,9.10E-01,0.11286,-6.366225,0.058483,
TCF25,A_24_P306558,9.35E-01,9.11E-01,0.112742,-6.366238,0.0398575,transcription factor 25
USP51,A_24_P341538,9.35E-01,9.11E-01,0.1126,-6.366254,0.0641982,ubiquitin specific peptidase 51
PHACTR4,A_32_P88626,9.35E-01,9.11E-01,0.112552,-6.366259,0.0463515,phosphatase and actin regulator 4
HNRNPUL2,A_24_P917449,9.35E-01,9.11E-01,0.112482,-6.366267,0.0463179,heterogeneous nuclear ribonucleoprotein U like 2
PRR5L,A_23_P116512,9.35E-01,9.11E-01,-0.112407,-6.366275,-0.0554517,proline rich 5 like
TSPYL2,A_23_P158485,9.35E-01,9.11E-01,-0.112405,-6.366276,-0.0377824,TSPY like 2
PLEKHA3,A_32_P209206,9.35E-01,9.11E-01,0.112298,-6.366287,0.0300703,pleckstrin homology domain containing A3
IL1R1,A_23_P68006,9.35E-01,9.11E-01,0.112286,-6.366289,0.0615035,interleukin 1 receptor type 1
,A_32_P227027,9.35E-01,9.11E-01,0.112192,-6.366299,0.0870674,
IGSF5,A_32_P98739,9.35E-01,9.11E-01,0.112061,-6.366314,0.0627208,immunoglobulin superfamily member 5
,A_32_P60041,9.35E-01,9.11E-01,-0.112055,-6.366314,-0.0336852,
,A_32_P160157,9.36E-01,9.11E-01,0.111813,-6.366341,0.0659781,
,A_24_P910644,9.36E-01,9.11E-01,-0.111656,-6.366358,-0.0379564,
NFE2L1,A_32_P163469,9.36E-01,9.11E-01,-0.111584,-6.366366,-0.0592402,"nuclear factor, erythroid 2 like 1"
KLKB1,A_23_P252236,9.36E-01,9.12E-01,0.111443,-6.366381,0.047946,kallikrein B1
,A_32_P77665,9.36E-01,9.12E-01,0.111386,-6.366388,0.0413743,
,A_32_P449517,9.36E-01,9.12E-01,0.111314,-6.366396,0.0513751,
RABAC1,A_23_P38864,9.36E-01,9.12E-01,0.1113,-6.366397,0.0380532,Rab acceptor 1
DCHS2,A_24_P170569,9.36E-01,9.12E-01,0.111292,-6.366398,0.0530653,dachsous cadherin-related 2
MIS12,A_23_P78152,9.36E-01,9.12E-01,0.111233,-6.366404,0.0417773,"MIS12, kinetochore complex component"
HERPUD1,A_23_P54846,9.36E-01,9.12E-01,-0.111232,-6.366405,-0.0383335,homocysteine inducible ER protein with ubiquitin like domain 1
GOLGA2P7,A_24_P341535,9.36E-01,9.12E-01,-0.111222,-6.366406,-0.0264284,golgin A2 pseudogene 7
PURB,A_23_P414855,9.36E-01,9.12E-01,-0.11105,-6.366424,-0.0330112,purine rich element binding protein B
SASH1,A_23_P93442,9.36E-01,9.12E-01,-0.110947,-6.366436,-0.0413829,SAM and SH3 domain containing 1
,A_23_P77245,9.36E-01,9.12E-01,-0.110926,-6.366438,-0.0485324,
ANHX,A_24_P922849,9.36E-01,9.12E-01,0.110917,-6.366439,0.0650161,anomalous homeobox
ARHGAP35,A_23_P39137,9.36E-01,9.12E-01,0.110877,-6.366443,0.0442931,Rho GTPase activating protein 35
TRBV5-4,A_23_P352861,9.36E-01,9.12E-01,0.110869,-6.366444,0.0561627,T cell receptor beta variable 5-4
,A_24_P912765,9.36E-01,9.12E-01,-0.110442,-6.366491,-0.0552241,
,A_24_P695691,9.36E-01,9.12E-01,-0.110415,-6.366494,-0.0642588,
,A_32_P112546,9.36E-01,9.12E-01,0.110397,-6.366495,0.0366439,
,A_24_P911306,9.36E-01,9.12E-01,0.110234,-6.366513,0.0420232,
ETFBKMT,A_23_P404120,9.36E-01,9.12E-01,0.110229,-6.366514,0.0531411,electron transfer flavoprotein beta subunit lysine methyltransferase
PPFIBP1,A_23_P337917,9.37E-01,9.13E-01,-0.109995,-6.366539,-0.0427239,PPFIA binding protein 1
ZNF702P,A_24_P344516,9.37E-01,9.13E-01,0.109985,-6.36654,0.0732266,"zinc finger protein 702, pseudogene"
VPS13C,A_24_P927650,9.37E-01,9.13E-01,0.10966,-6.366575,0.0401121,vacuolar protein sorting 13 homolog C
FAM129C,A_24_P940348,9.37E-01,9.13E-01,-0.109622,-6.366579,-0.0512158,family with sequence similarity 129 member C
CR1,A_23_P256821,9.37E-01,9.13E-01,-0.109529,-6.366589,-0.0479054,complement component 3b/4b receptor 1 (Knops blood group)
,A_24_P913956,9.37E-01,9.13E-01,-0.10943,-6.3666,-0.0289563,
,A_24_P93111,9.37E-01,9.13E-01,-0.109297,-6.366614,-0.037026,
GPR119,A_23_P21425,9.37E-01,9.13E-01,0.109183,-6.366626,0.041327,G protein-coupled receptor 119
,A_23_P28927,9.37E-01,9.13E-01,-0.109168,-6.366628,-0.0459387,
,A_23_P341482,9.37E-01,9.13E-01,-0.109137,-6.366631,-0.0545448,
,A_24_P50908,9.37E-01,9.14E-01,-0.108921,-6.366654,-0.0373701,
MCL1,A_24_P336759,9.37E-01,9.14E-01,-0.10887,-6.36666,-0.0433078,BCL2 family apoptosis regulator
C10orf54,A_23_P24077,9.37E-01,9.14E-01,-0.108833,-6.366664,-0.0346988,chromosome 10 open reading frame 54
UHRF1,A_32_P926336,9.37E-01,9.14E-01,-0.108683,-6.36668,-0.0500287,ubiquitin like with PHD and ring finger domains 1
,A_32_P218079,9.37E-01,9.14E-01,0.10848,-6.366702,0.0559573,
CYLC1,A_23_P398197,9.37E-01,9.14E-01,0.10843,-6.366707,0.0457786,cylicin 1
,A_24_P25638,9.37E-01,9.14E-01,0.108387,-6.366712,0.0322515,
MAST3,A_23_P426196,9.38E-01,9.14E-01,-0.10813,-6.366739,-0.0381812,microtubule associated serine/threonine kinase 3
,A_24_P465280,9.38E-01,9.14E-01,0.108109,-6.366741,0.0582682,
CRYGS,A_23_P132738,9.38E-01,9.14E-01,-0.108073,-6.366745,-0.0413748,crystallin gamma S
STARD4,A_23_P327519,9.38E-01,9.14E-01,-0.108052,-6.366747,-0.0645751,StAR related lipid transfer domain containing 4
SLC6A5,A_23_P116624,9.38E-01,9.14E-01,-0.10792,-6.366761,-0.0336064,solute carrier family 6 member 5
MCTP1,A_23_P133293,9.38E-01,9.15E-01,0.1075,-6.366806,0.0825197,multiple C2 and transmembrane domain containing 1
MAGI2,A_23_P21376,9.38E-01,9.15E-01,0.107395,-6.366817,0.0520198,"membrane associated guanylate kinase, WW and PDZ domain containing 2"
POGZ,A_23_P63219,9.38E-01,9.15E-01,0.107259,-6.366831,0.0295282,pogo transposable element with ZNF domain
KIAA1109,A_24_P754185,9.38E-01,9.15E-01,0.107246,-6.366832,0.0373944,KIAA1109
JPH3,A_24_P938403,9.38E-01,9.15E-01,-0.10699,-6.366859,-0.0567939,junctophilin 3
CDH7,A_23_P153146,9.38E-01,9.15E-01,-0.106897,-6.366869,-0.0649505,cadherin 7
PPP1R16B,A_23_P352535,9.38E-01,9.15E-01,0.106886,-6.36687,0.0319808,protein phosphatase 1 regulatory subunit 16B
CDS1,A_24_P938614,9.38E-01,9.15E-01,0.106865,-6.366872,0.0425529,CDP-diacylglycerol synthase 1
NCOA1,A_23_P39602,9.39E-01,9.16E-01,0.106305,-6.366931,0.0483707,nuclear receptor coactivator 1
C6orf25,A_32_P168349,9.39E-01,9.16E-01,0.106123,-6.36695,0.0386508,chromosome 6 open reading frame 25
WIPF3,A_32_P3914,9.39E-01,9.16E-01,0.106039,-6.366959,0.0403348,WAS/WASL interacting protein family member 3
TLK2,A_32_P116399,9.39E-01,9.16E-01,0.105908,-6.366973,0.0402893,tousled like kinase 2
BCR,A_24_P920544,9.39E-01,9.16E-01,0.105845,-6.366979,0.028122,"BCR, RhoGEF and GTPase activating protein"
C5orf47,A_32_P178855,9.39E-01,9.16E-01,0.105829,-6.366981,0.0539258,chromosome 5 open reading frame 47
,A_24_P350027,9.39E-01,9.16E-01,-0.105611,-6.367003,-0.036382,
,A_32_P128023,9.39E-01,9.16E-01,-0.105514,-6.367013,-0.0542745,
MRVI1,A_23_P161837,9.39E-01,9.16E-01,0.105477,-6.367017,0.0540941,murine retrovirus integration site 1 homolog
,A_32_P146701,9.39E-01,9.16E-01,-0.105365,-6.367029,-0.0321641,
,A_32_P154561,9.39E-01,9.16E-01,-0.105259,-6.36704,-0.0510331,
CFH,A_23_P114740,9.39E-01,9.16E-01,-0.105252,-6.367041,-0.0564711,complement factor H
SLC26A1,A_23_P80954,9.39E-01,9.16E-01,0.105178,-6.367048,0.0407185,solute carrier family 26 member 1
,A_32_P117957,9.40E-01,9.17E-01,-0.105019,-6.367065,-0.0540228,
,A_24_P102406,9.40E-01,9.17E-01,0.10497,-6.36707,0.0422797,
NDUFV3,A_24_P241995,9.40E-01,9.17E-01,0.104947,-6.367072,0.0358504,NADH:ubiquinone oxidoreductase subunit V3
NECTIN3,A_23_P80763,9.40E-01,9.17E-01,-0.104939,-6.367073,-0.0690134,nectin cell adhesion molecule 3
CTSW,A_23_P13031,9.40E-01,9.17E-01,-0.10491,-6.367076,-0.0682783,cathepsin W
PIGG,A_24_P247879,9.40E-01,9.17E-01,-0.104857,-6.367081,-0.043102,phosphatidylinositol glycan anchor biosynthesis class G
TBC1D10B,A_23_P22382,9.40E-01,9.17E-01,0.104821,-6.367085,0.0297355,TBC1 domain family member 10B
GPHA2,A_23_P47181,9.40E-01,9.17E-01,-0.104548,-6.367113,-0.0441195,glycoprotein hormone alpha 2
CNTN5,A_23_P503059,9.40E-01,9.17E-01,0.104491,-6.367119,0.0418002,contactin 5
MICB,A_24_P169688,9.40E-01,9.17E-01,0.1044,-6.367128,0.0467964,MHC class I polypeptide-related sequence B
,A_32_P154545,9.40E-01,9.17E-01,-0.104395,-6.367129,-0.0579355,
,A_24_P884690,9.40E-01,9.17E-01,0.104321,-6.367137,0.0480426,
PRKD3,A_24_P162911,9.40E-01,9.17E-01,0.104284,-6.36714,0.0481542,protein kinase D3
FUT2,A_23_P107974,9.40E-01,9.17E-01,-0.104264,-6.367142,-0.0415238,fucosyltransferase 2
FSD1,A_23_P153651,9.40E-01,9.17E-01,0.10419,-6.36715,0.0417687,fibronectin type III and SPRY domain containing 1
NUTM2A,A_32_P799227,9.40E-01,9.17E-01,0.104,-6.367169,0.0438488,NUT family member 2A
GAS2L1P2,A_24_P753476,9.40E-01,9.18E-01,0.103889,-6.367181,0.0610704,growth arrest specific 2 like 1 pseudogene 2
HCST,A_23_P39386,9.40E-01,9.18E-01,0.103722,-6.367198,0.0375105,hematopoietic cell signal transducer
LMF1,A_24_P18917,9.40E-01,9.18E-01,-0.103608,-6.367209,-0.0270527,lipase maturation factor 1
,A_24_P281514,9.41E-01,9.18E-01,-0.103309,-6.36724,-0.0405357,
FBXO38,A_23_P386331,9.41E-01,9.18E-01,0.103204,-6.36725,0.0429326,F-box protein 38
,A_24_P204257,9.41E-01,9.18E-01,0.103159,-6.367255,0.0355015,
ZNF587B,A_24_P408801,9.41E-01,9.18E-01,0.103137,-6.367257,0.0418198,zinc finger protein 587B
,A_32_P203998,9.41E-01,9.18E-01,-0.103126,-6.367258,-0.0256186,
SH2B3,A_24_P201739,9.41E-01,9.18E-01,0.10304,-6.367267,0.0564128,SH2B adaptor protein 3
PAM,A_24_P933704,9.41E-01,9.18E-01,0.102829,-6.367288,0.0478173,peptidylglycine alpha-amidating monooxygenase
CNR2,A_23_P310931,9.41E-01,9.18E-01,-0.102732,-6.367298,-0.0367735,cannabinoid receptor 2
SIRT6,A_23_P208847,9.41E-01,9.19E-01,-0.102578,-6.367314,-0.0314756,sirtuin 6
AMH,A_23_P78944,9.41E-01,9.19E-01,0.102401,-6.367332,0.0527328,anti-Mullerian hormone
DYRK1A,A_24_P322753,9.41E-01,9.19E-01,-0.102204,-6.367351,-0.0434395,dual specificity tyrosine phosphorylation regulated kinase 1A
LINC00578,A_24_P483283,9.41E-01,9.19E-01,-0.102204,-6.367351,-0.0511133,long intergenic non-protein coding RNA 578
,A_23_P121234,9.41E-01,9.19E-01,0.102181,-6.367354,0.0898066,
SLC22A14,A_23_P132730,9.41E-01,9.19E-01,0.10203,-6.367369,0.0347866,solute carrier family 22 member 14
GABRA1,A_24_P226267,9.41E-01,9.19E-01,0.102027,-6.367369,0.035354,gamma-aminobutyric acid type A receptor alpha1 subunit
RALGPS2,A_24_P173746,9.41E-01,9.19E-01,-0.101947,-6.367377,-0.0351584,Ral GEF with PH domain and SH3 binding motif 2
ZADH2,A_32_P177300,9.41E-01,9.19E-01,0.101929,-6.367379,0.0394362,zinc binding alcohol dehydrogenase domain containing 2
TRIM15,A_23_P500300,9.41E-01,9.19E-01,0.101811,-6.367391,0.0521011,tripartite motif containing 15
XKR6,A_24_P15325,9.41E-01,9.19E-01,0.101758,-6.367396,0.040795,XK related 6
SMG1P5,A_32_P8351,9.41E-01,9.19E-01,0.10171,-6.367401,0.0385616,"SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5"
ANKRD54,A_23_P120921,9.41E-01,9.19E-01,-0.101705,-6.367401,-0.0316303,ankyrin repeat domain 54
LINC01002,A_24_P898915,9.41E-01,9.19E-01,0.101616,-6.36741,0.0317031,long intergenic non-protein coding RNA 1002
HCFC2,A_32_P85539,9.41E-01,9.19E-01,-0.101575,-6.367414,-0.0454465,host cell factor C2
,A_24_P707102,9.41E-01,9.19E-01,-0.101537,-6.367418,-0.0691919,
PPM1F,A_24_P125894,9.41E-01,9.19E-01,0.101439,-6.367428,0.1197404,"protein phosphatase, Mg2+/Mn2+ dependent 1F"
ZNF764,A_23_P206792,9.42E-01,9.20E-01,0.101287,-6.367443,0.0411319,zinc finger protein 764
,A_24_P791169,9.42E-01,9.20E-01,0.10119,-6.367453,0.0447281,
,A_24_P290079,9.42E-01,9.20E-01,-0.100957,-6.367476,-0.0370736,
SMG1P1,A_23_P383698,9.42E-01,9.20E-01,0.10076,-6.367495,0.0377677,"SMG1P1, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 1"
,A_32_P200586,9.42E-01,9.20E-01,0.10063,-6.367508,0.033235,
EPN3,A_23_P130027,9.42E-01,9.20E-01,0.100565,-6.367515,0.0557743,epsin 3
,A_24_P725895,9.42E-01,9.20E-01,0.100191,-6.367552,0.0496248,
,A_23_P502710,9.42E-01,9.21E-01,-0.100072,-6.367563,-0.051295,
SPOCK1,A_24_P354689,9.42E-01,9.21E-01,-0.10006,-6.367564,-0.0733041,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1"
,A_24_P92486,9.42E-01,9.21E-01,0.100004,-6.36757,0.047259,
CLCN6,A_24_P302374,9.42E-01,9.21E-01,-0.099873,-6.367583,-0.030851,chloride voltage-gated channel 6
FBXO16,A_23_P168847,9.43E-01,9.21E-01,-0.099603,-6.367609,-0.0715301,F-box protein 16
UQCR10,A_23_P68866,9.43E-01,9.21E-01,0.099563,-6.367613,0.0340297,"ubiquinol-cytochrome c reductase, complex III subunit X"
UGT2B15,A_23_P58407,9.43E-01,9.21E-01,-0.099206,-6.367648,-0.1024485,UDP glucuronosyltransferase family 2 member B15
,A_32_P133038,9.43E-01,9.22E-01,-0.098767,-6.367691,-0.0461254,
TMEM131,A_23_P368558,9.43E-01,9.22E-01,-0.098749,-6.367693,-0.0352337,transmembrane protein 131
MON2,A_23_P304000,9.43E-01,9.22E-01,0.098516,-6.367715,0.032164,"MON2 homolog, regulator of endosome-to-Golgi trafficking"
,A_24_P918561,9.44E-01,9.22E-01,-0.098317,-6.367734,-0.0339062,
RBM25,A_24_P290572,9.44E-01,9.22E-01,0.098301,-6.367736,0.0308719,RNA binding motif protein 25
GOLGA6C,A_32_P103669,9.44E-01,9.22E-01,-0.098185,-6.367747,-0.0511048,golgin A6 family member C
SLC35E4,A_23_P259357,9.44E-01,9.22E-01,-0.098051,-6.36776,-0.0221391,solute carrier family 35 member E4
,A_23_P83991,9.44E-01,9.22E-01,-0.097901,-6.367775,-0.0382779,
OR11A1,A_23_P59099,9.44E-01,9.22E-01,0.097865,-6.367778,0.0248278,olfactory receptor family 11 subfamily A member 1
UBQLNL,A_23_P328621,9.44E-01,9.22E-01,-0.097746,-6.367789,-0.0458001,ubiquilin-like
,A_24_P50208,9.44E-01,9.22E-01,-0.097743,-6.36779,-0.0375343,
AKAP13,A_24_P142095,9.44E-01,9.23E-01,-0.097563,-6.367807,-0.0286465,A-kinase anchoring protein 13
,A_24_P869138,9.44E-01,9.23E-01,0.097393,-6.367823,0.0259936,
,A_24_P928815,9.44E-01,9.23E-01,-0.097261,-6.367836,-0.0381262,
,A_24_P937734,9.44E-01,9.23E-01,0.096857,-6.367874,0.0342482,
,A_23_P89835,9.45E-01,9.23E-01,0.096806,-6.367879,0.0372288,
,A_32_P10831,9.45E-01,9.23E-01,0.096649,-6.367894,0.0386395,
,A_32_P186185,9.45E-01,9.23E-01,0.096556,-6.367903,0.0311952,
OGDH,A_24_P290770,9.45E-01,9.23E-01,-0.09653,-6.367906,-0.0316836,oxoglutarate dehydrogenase
C12orf56,A_32_P158786,9.45E-01,9.23E-01,0.096489,-6.367909,0.09028,chromosome 12 open reading frame 56
SASH1,A_24_P46689,9.45E-01,9.23E-01,0.096442,-6.367914,0.0324366,SAM and SH3 domain containing 1
,A_24_P307896,9.45E-01,9.23E-01,-0.096394,-6.367918,-0.0345072,
KCNJ2,A_23_P329261,9.45E-01,9.24E-01,0.09629,-6.367928,0.0600594,potassium voltage-gated channel subfamily J member 2
IL6ST,A_23_P502470,9.45E-01,9.24E-01,0.096264,-6.367931,0.0378509,interleukin 6 signal transducer
,A_32_P124978,9.45E-01,9.24E-01,0.096181,-6.367939,0.0262261,
,A_24_P808016,9.45E-01,9.24E-01,0.096153,-6.367941,0.0274709,
,A_32_P134698,9.45E-01,9.24E-01,0.096078,-6.367948,0.0379548,
,A_24_P702020,9.45E-01,9.24E-01,-0.096038,-6.367952,-0.0380173,
CLUHP3,A_23_P89062,9.45E-01,9.24E-01,0.095968,-6.367959,0.0414503,clustered mitochondria homolog pseudogene 3
,A_24_P820081,9.45E-01,9.24E-01,0.095808,-6.367974,0.0305206,
,A_24_P110172,9.45E-01,9.24E-01,0.095528,-6.368,0.0551858,
FLJ20021,A_32_P131929,9.45E-01,9.24E-01,-0.095433,-6.368009,-0.0279485,uncharacterized LOC90024
ALX3,A_23_P85941,9.46E-01,9.24E-01,-0.095088,-6.368041,-0.0304248,ALX homeobox 3
GOLGA8A,A_32_P2392,9.46E-01,9.24E-01,0.095061,-6.368044,0.0456355,golgin A8 family member A
,A_32_P38821,9.46E-01,9.25E-01,0.094564,-6.36809,0.0527438,
ACSF3,A_24_P239309,9.46E-01,9.25E-01,-0.094536,-6.368093,-0.0442106,acyl-CoA synthetase family member 3
GPR176,A_23_P37676,9.46E-01,9.25E-01,0.094441,-6.368102,0.0348556,G protein-coupled receptor 176
,A_32_P187349,9.46E-01,9.25E-01,0.094311,-6.368114,0.0626772,
NXF3,A_23_P171336,9.46E-01,9.25E-01,-0.094068,-6.368136,-0.0736324,nuclear RNA export factor 3
POM121L12,A_32_P56766,9.46E-01,9.25E-01,-0.094022,-6.36814,-0.0324143,POM121 transmembrane nucleoporin like 12
,A_32_P99804,9.46E-01,9.25E-01,0.093976,-6.368145,0.039194,
TSPAN11,A_23_P76136,9.46E-01,9.25E-01,-0.093947,-6.368147,-0.0594661,tetraspanin 11
,A_24_P876352,9.46E-01,9.25E-01,-0.093867,-6.368155,-0.0379036,
ZNF544,A_23_P141856,9.46E-01,9.26E-01,0.093602,-6.368179,0.0706136,zinc finger protein 544
ZSWIM7,A_23_P164421,9.46E-01,9.26E-01,0.093509,-6.368188,0.0358935,zinc finger SWIM-type containing 7
,A_32_P126259,9.47E-01,9.26E-01,0.093356,-6.368202,0.0463246,
GP1BA,A_23_P152926,9.47E-01,9.26E-01,-0.093282,-6.368208,-0.0372933,glycoprotein Ib platelet alpha subunit
,A_23_P75192,9.47E-01,9.26E-01,-0.093133,-6.368222,-0.0248944,
KIAA0825,A_32_P138833,9.47E-01,9.26E-01,-0.093122,-6.368223,-0.0326533,KIAA0825
PTTG1IP,A_24_P391260,9.47E-01,9.26E-01,-0.09312,-6.368223,-0.0273581,pituitary tumor-transforming 1 interacting protein
GLIDR,A_24_P349782,9.47E-01,9.26E-01,0.093011,-6.368233,0.026361,glioblastoma down-regulated RNA
,A_32_P88946,9.47E-01,9.26E-01,0.092867,-6.368246,0.0352139,
CFAP65,A_32_P81216,9.47E-01,9.26E-01,-0.092774,-6.368255,-0.0433005,cilia and flagella associated protein 65
C22orf15,A_32_P142702,9.47E-01,9.26E-01,-0.092657,-6.368266,-0.0334693,chromosome 22 open reading frame 15
,A_24_P937644,9.47E-01,9.26E-01,-0.092618,-6.368269,-0.037743,
CAPN2,A_23_P23924,9.47E-01,9.26E-01,0.092611,-6.36827,0.0361293,calpain 2
TBC1D2B,A_32_P361915,9.47E-01,9.26E-01,-0.092586,-6.368272,-0.0491781,TBC1 domain family member 2B
RBM4,A_24_P933138,9.47E-01,9.27E-01,0.092378,-6.368291,0.0319052,RNA binding motif protein 4
,A_32_P145051,9.47E-01,9.27E-01,0.092364,-6.368292,0.0424732,
ZBTB37,A_23_P137504,9.47E-01,9.27E-01,0.09217,-6.36831,0.0299285,zinc finger and BTB domain containing 37
ABI3BP,A_23_P354308,9.47E-01,9.27E-01,-0.092155,-6.368311,-0.0362872,ABI family member 3 binding protein
KLRF1,A_32_P158966,9.47E-01,9.27E-01,-0.091789,-6.368344,-0.0518568,killer cell lectin like receptor F1
UBE2Q2P1,A_24_P816384,9.48E-01,9.27E-01,0.091661,-6.368356,0.0292232,ubiquitin conjugating enzyme E2 Q2 pseudogene 1
FAM63B,A_23_P379327,9.48E-01,9.27E-01,0.091655,-6.368356,0.0310866,family with sequence similarity 63 member B
NECAP1,A_24_P116132,9.48E-01,9.27E-01,-0.091582,-6.368363,-0.0320671,NECAP endocytosis associated 1
PGAP3,A_24_P275828,9.48E-01,9.27E-01,-0.091465,-6.368373,-0.0396485,post-GPI attachment to proteins 3
,A_24_P525663,9.48E-01,9.27E-01,0.091465,-6.368373,0.0453946,
SPNS2,A_24_P230173,9.48E-01,9.27E-01,0.091286,-6.36839,0.0276951,sphingolipid transporter 2
KRAS,A_23_P45140,9.48E-01,9.28E-01,0.091231,-6.368394,0.0334175,"KRAS proto-oncogene, GTPase"
CAP2,A_23_P421664,9.48E-01,9.28E-01,0.091192,-6.368398,0.0501074,"CAP, adenylate cyclase-associated protein, 2 (yeast)"
TMEM102,A_23_P334892,9.48E-01,9.28E-01,-0.091043,-6.368411,-0.0283987,transmembrane protein 102
LOC100288860,A_32_P80610,9.48E-01,9.28E-01,-0.091011,-6.368414,-0.0579257,uncharacterized LOC100288860
,A_32_P196287,9.48E-01,9.28E-01,-0.090838,-6.36843,-0.0528249,
,A_24_P324606,9.48E-01,9.28E-01,0.090812,-6.368432,0.0386635,
,A_32_P141708,9.48E-01,9.28E-01,0.090635,-6.368448,0.0386847,
SMC5,A_23_P349615,9.48E-01,9.28E-01,-0.090573,-6.368453,-0.0285883,structural maintenance of chromosomes 5
CTBP1,A_24_P208992,9.48E-01,9.28E-01,0.090442,-6.368465,0.0235508,C-terminal binding protein 1
,A_32_P145876,9.48E-01,9.28E-01,-0.090323,-6.368475,-0.0342897,
BDH2,A_23_P92490,9.48E-01,9.28E-01,0.090262,-6.368481,0.0430808,"3-hydroxybutyrate dehydrogenase, type 2"
,A_24_P393087,9.48E-01,9.28E-01,-0.090159,-6.36849,-0.0236436,
TAAR8,A_23_P8269,9.48E-01,9.28E-01,0.090033,-6.368501,0.0323604,trace amine associated receptor 8
SPINK7,A_23_P213832,9.48E-01,9.28E-01,0.090022,-6.368502,0.0214731,"serine peptidase inhibitor, Kazal type 7 (putative)"
CYP24A1,A_24_P356930,9.49E-01,9.29E-01,0.089823,-6.36852,0.0486363,cytochrome P450 family 24 subfamily A member 1
11-Sep,A_23_P306964,9.49E-01,9.29E-01,-0.089534,-6.368545,-0.0298938,septin 11
,A_24_P919995,9.49E-01,9.29E-01,-0.08946,-6.368552,-0.0305697,
,A_24_P735283,9.49E-01,9.29E-01,-0.089383,-6.368558,-0.0355648,
,A_24_P932046,9.49E-01,9.29E-01,0.089382,-6.368559,0.023423,
DLX1,A_32_P142818,9.49E-01,9.29E-01,0.089256,-6.36857,0.0565872,distal-less homeobox 1
,A_32_P97536,9.49E-01,9.29E-01,0.089107,-6.368583,0.0305802,
,A_24_P221928,9.49E-01,9.29E-01,0.088993,-6.368593,0.040936,
POMT1,A_23_P146354,9.49E-01,9.29E-01,0.088989,-6.368593,0.0380216,protein O-mannosyltransferase 1
HAVCR1,A_23_P347610,9.49E-01,9.29E-01,0.088789,-6.36861,0.0739801,hepatitis A virus cellular receptor 1
PLIN5,A_23_P39251,9.49E-01,9.30E-01,0.088697,-6.368618,0.0582465,perilipin 5
PEAK1,A_24_P933802,9.49E-01,9.30E-01,0.088636,-6.368624,0.0778746,pseudopodium enriched atypical kinase 1
SLC35E1,A_24_P378788,9.49E-01,9.30E-01,0.088624,-6.368625,0.0266022,solute carrier family 35 member E1
PPM1K,A_24_P214598,9.49E-01,9.30E-01,0.088588,-6.368628,0.0420287,"protein phosphatase, Mg2+/Mn2+ dependent 1K"
FAM118B,A_23_P319492,9.49E-01,9.30E-01,0.088428,-6.368642,0.0408267,family with sequence similarity 118 member B
NR1H2,A_23_P67332,9.50E-01,9.30E-01,0.088191,-6.368662,0.0206458,nuclear receptor subfamily 1 group H member 2
TREML1,A_23_P156550,9.50E-01,9.30E-01,-0.088113,-6.368669,-0.0395767,triggering receptor expressed on myeloid cells like 1
LOC389834,A_32_P225472,9.50E-01,9.30E-01,0.088071,-6.368673,0.0622282,ankyrin repeat domain 57 pseudogene
,A_23_P124356,9.50E-01,9.30E-01,-0.088031,-6.368676,-0.027447,
CTAGE1,A_24_P124805,9.50E-01,9.30E-01,0.088026,-6.368677,0.0439288,cutaneous T-cell lymphoma-associated antigen 1
BCR,A_24_P922271,9.50E-01,9.30E-01,-0.087828,-6.368694,-0.0362441,"BCR, RhoGEF and GTPase activating protein"
MARK1,A_23_P424,9.50E-01,9.30E-01,-0.087808,-6.368696,-0.0854251,microtubule affinity regulating kinase 1
SLC30A4,A_23_P117679,9.50E-01,9.30E-01,0.087758,-6.3687,0.0312379,solute carrier family 30 member 4
TMEM217,A_23_P334870,9.50E-01,9.31E-01,-0.087458,-6.368726,-0.038172,transmembrane protein 217
,A_32_P119704,9.50E-01,9.31E-01,0.0874,-6.368731,0.0459661,
C4B,A_23_P42282,9.50E-01,9.31E-01,0.087291,-6.36874,0.0433454,complement component 4B (Chido blood group)
COL14A1,A_24_P254789,9.50E-01,9.31E-01,0.087242,-6.368744,0.0460715,collagen type XIV alpha 1 chain
PEX14,A_24_P921232,9.50E-01,9.31E-01,-0.087211,-6.368747,-0.0379102,peroxisomal biogenesis factor 14
ZNF513,A_23_P142671,9.50E-01,9.31E-01,-0.087153,-6.368752,-0.0281316,zinc finger protein 513
